iterations,time,lowerbound,upperbound,graph_size,queue_size,explore,exploit
490000,1334.89,0.00493907,0.0557685,195818,2486234,10000,0
710000,1334.66,0.00493907,0.0557685,270422,2782698,10000,0
630000,1359.03,0.00493907,0.0557685,243917,2786151,10000,0
700000,1360.9,0.00493907,0.0557685,267173,2755163,10000,0
500000,1373.18,0.00493907,0.0557685,199430,2515275,10000,0
720000,1359.75,0.00493907,0.0557685,273769,2773007,10000,0
710000,1389.08,0.00493907,0.0557685,270422,2782698,10000,0
640000,1389.27,0.00493907,0.0557685,247346,2776187,10000,0
730000,1385.48,0.00493907,0.0557685,276931,2763024,10000,0
720000,1416.57,0.00493907,0.0557685,273769,2773007,10000,0
510000,1411.19,0.00493907,0.0557685,202953,2505645,10000,0
650000,1420.98,0.00493907,0.0557685,250409,2766211,10000,0
740000,1410.66,0.00493907,0.0557685,280422,2831533,10000,0
730000,1444.28,0.00493907,0.0557685,276931,2763024,10000,0
660000,1451.99,0.00493907,0.0557685,253835,2756235,10000,0
520000,1450.95,0.00493907,0.0557685,206502,2537865,10000,0
750000,1436.88,0.00493907,0.0557685,283611,2821561,10000,0
740000,1472.28,0.00493907,0.0557685,280422,2831533,10000,0
670000,1483.84,0.00493907,0.0557685,257312,2746268,10000,0
760000,1463.2,0.00493907,0.0557685,286883,2811593,10000,0
530000,1490.57,0.00493907,0.0557685,209965,2570049,10000,0
750000,1501.76,0.00493907,0.0557685,283611,2821561,10000,0
770000,1489.71,0.00493907,0.0557685,290050,2801615,10000,0
680000,1515.89,0.00493907,0.0557685,260516,2736297,10000,0
760000,1531.87,0.00493907,0.0557685,286883,2811593,10000,0
540000,1530.54,0.00493907,0.0557685,213587,2641709,10000,0
780000,1516.92,0.00493907,0.0557685,293154,2809597,10000,0
690000,1547.94,0.00493907,0.0557685,263930,2726819,10000,0
770000,1562.24,0.00493907,0.0557685,290050,2801615,10000,0
790000,1543.32,0.00493907,0.0557685,296583,2819411,10000,0
550000,1571.67,0.00493907,0.0557685,216962,2631734,10000,0
700000,1580.69,0.00493907,0.0557685,267173,2755163,10000,0
780000,1592.24,0.00493907,0.0557685,293154,2809597,10000,0
800000,1570.47,0.00493907,0.0557685,299670,2845178,10000,0
710000,1613.98,0.00493907,0.0557685,270422,2782698,10000,0
560000,1611.81,0.00493907,0.0557685,220478,2622891,10000,0
790000,1620.52,0.00493907,0.0557685,296583,2819411,10000,0
810000,1597.4,0.00493907,0.0557685,302900,2836582,10000,0
720000,1647.34,0.00493907,0.0557685,273769,2773007,10000,0
800000,1649.23,0.00493907,0.0557685,299670,2845178,10000,0
820000,1624.34,0.00493907,0.0557685,306048,2861863,10000,0
570000,1653.49,0.00493907,0.0557685,223709,2669771,10000,0
830000,1652.19,0.00493907,0.0557685,309228,2851898,10000,0
810000,1677.63,0.00493907,0.0557685,302900,2836582,10000,0
730000,1681.45,0.00493907,0.0557685,276931,2763024,10000,0
580000,1694.27,0.00493907,0.0557685,227319,2683851,10000,0
840000,1679.89,0.00493907,0.0557685,312364,2878096,10000,0
820000,1706.08,0.00493907,0.0557685,306048,2861863,10000,0
740000,1714.72,0.00493907,0.0557685,280422,2831533,10000,0
850000,1707.68,0.00493907,0.0557685,315510,2868125,10000,0
830000,1736.94,0.00493907,0.0557685,309228,2851898,10000,0
590000,1735.87,0.00493907,0.0557685,230644,2709748,10000,0
750000,1749.25,0.00493907,0.0557685,283611,2821561,10000,0
860000,1736.12,0.00493907,0.0557685,318618,2894847,10000,0
840000,1768.29,0.00493907,0.0557685,312364,2878096,10000,0
600000,1778.4,0.00493907,0.0557685,233974,2739726,10000,0
760000,1784.3,0.00493907,0.0557685,286883,2811593,10000,0
870000,1764.78,0.00493907,0.0557685,321845,2884880,10000,0
850000,1800.16,0.00493907,0.0557685,315510,2868125,10000,0
880000,1793.53,0.00493907,0.0557685,324855,2874901,10000,0
770000,1819.66,0.00493907,0.0557685,290050,2801615,10000,0
610000,1821.33,0.00493907,0.0557685,237296,2768021,10000,0
860000,1832.43,0.00493907,0.0557685,318618,2894847,10000,0
890000,1822.84,0.00493907,0.0557685,327921,2864932,10000,0
780000,1856.08,0.00493907,0.0557685,293154,2809597,10000,0
870000,1864.65,0.00493907,0.0557685,321845,2884880,10000,0
620000,1865.16,0.00493907,0.0557685,240537,2796124,10000,0
900000,1851.94,0.00493907,0.0557685,330995,2854965,10000,0
790000,1891.25,0.00493907,0.0557685,296583,2819411,10000,0
880000,1897.75,0.00493907,0.0557685,324855,2874901,10000,0
910000,1881.18,0.00493907,0.0557685,334092,2844989,10000,0
630000,1909.52,0.00493907,0.0557685,243917,2786151,10000,0
800000,1927.66,0.00493907,0.0557685,299670,2845178,10000,0
890000,1931.66,0.00493907,0.0557685,327921,2864932,10000,0
920000,1910.23,0.00493907,0.0557685,337311,2871228,10000,0
640000,1953.96,0.00493907,0.0557685,247346,2776187,10000,0
930000,1939.6,0.00493907,0.0557685,340471,2861255,10000,0
900000,1965.12,0.00493907,0.0557685,330995,2854965,10000,0
810000,1964.12,0.00493907,0.0557685,302900,2836582,10000,0
940000,1969.49,0.00493907,0.0557685,343584,2854435,10000,0
910000,1998.36,0.00493907,0.0557685,334092,2844989,10000,0
820000,2000.26,0.00493907,0.0557685,306048,2861863,10000,0
650000,2000.4,0.00493907,0.0557685,250409,2766211,10000,0
950000,1998.88,0.00493907,0.0557685,346684,2912691,10000,0
920000,2030.67,0.00493907,0.0557685,337311,2871228,10000,0
830000,2038.19,0.00493907,0.0557685,309228,2851898,10000,0
660000,2045.64,0.00493907,0.0557685,253835,2756235,10000,0
960000,2028.9,0.00493907,0.0557685,349603,2902716,10000,0
930000,2064.89,0.00493907,0.0557685,340471,2861255,10000,0
840000,2075.62,0.00493907,0.0557685,312364,2878096,10000,0
970000,2058.59,0.00493907,0.0557685,352837,2893085,10000,0
670000,2091.92,0.00493907,0.0557685,257312,2746268,10000,0
940000,2099.72,0.00493907,0.0557685,343584,2854435,10000,0
980000,2089.32,0.00493907,0.0557685,355659,2918090,10000,0
850000,2113.21,0.00493907,0.0557685,315510,2868125,10000,0
950000,2133.84,0.00493907,0.0557685,346684,2912691,10000,0
680000,2138.43,0.00493907,0.0557685,260516,2736297,10000,0
990000,2120.24,0.00493907,0.0557685,358646,2908115,10000,0
860000,2151.2,0.00493907,0.0557685,318618,2894847,10000,0
960000,2168.75,0.00493907,0.0557685,349603,2902716,10000,0
1000000,2151.47,0.00493907,0.0557685,361673,2898149,10000,0
690000,2184.53,0.00493907,0.0557685,263930,2726819,10000,0
870000,2190.02,0.00493907,0.0557685,321845,2884880,10000,0
970000,2202.82,0.00493907,0.0557685,352837,2893085,10000,0
1010000,2182.34,0.00493907,0.0557685,364632,2888174,10000,0
880000,2228.5,0.00493907,0.0557685,324855,2874901,10000,0
700000,2231.76,0.00493907,0.0557685,267173,2755163,10000,0
980000,2237.94,0.00493907,0.0557685,355659,2918090,10000,0
1020000,2213.76,0.00493907,0.0557685,367749,2913491,10000,0
890000,2268.58,0.00493907,0.0557685,327921,2864932,10000,0
1030000,2246.42,0.00493907,0.0557685,370819,2904740,10000,0
990000,2272.08,0.00493907,0.0557685,358646,2908115,10000,0
710000,2279.69,0.00493907,0.0557685,270422,2782698,10000,0
1040000,2278.08,0.00493907,0.0557685,373821,2928218,10000,0
1000000,2306.66,0.00493907,0.0557685,361673,2898149,10000,0
900000,2308.11,0.00493907,0.0557685,330995,2854965,10000,0
720000,2327.13,0.00493907,0.0557685,273769,2773007,10000,0
1050000,2311.34,0.00493907,0.0557685,376729,2918242,10000,0
1010000,2341.57,0.00493907,0.0557685,364632,2888174,10000,0
910000,2347.78,0.00493907,0.0557685,334092,2844989,10000,0
1060000,2344.01,0.00493907,0.0557685,379714,2909340,10000,0
1020000,2377,0.00493907,0.0557685,367749,2913491,10000,0
730000,2375.82,0.00493907,0.0557685,276931,2763024,10000,0
920000,2386.84,0.00493907,0.0557685,337311,2871228,10000,0
1070000,2376.92,0.00493907,0.0557685,382616,2933371,10000,0
1030000,2413.88,0.00493907,0.0557685,370819,2904740,10000,0
930000,2426.63,0.00493907,0.0557685,340471,2861255,10000,0
740000,2422.98,0.00493907,0.0557685,280422,2831533,10000,0
1080000,2410.07,0.00493907,0.0557685,385482,2926721,10000,0
1040000,2449.65,0.00493907,0.0557685,373821,2928218,10000,0
1090000,2442.84,0.00493907,0.0557685,388330,2945791,10000,0
940000,2466.94,0.00493907,0.0557685,343584,2854435,10000,0
750000,2472.24,0.00493907,0.0557685,283611,2821561,10000,0
1050000,2485.44,0.00493907,0.0557685,376729,2918242,10000,0
1100000,2475.72,0.00493907,0.0557685,391265,2935826,10000,0
950000,2505.9,0.00493907,0.0557685,346684,2912691,10000,0
1060000,2520.43,0.00493907,0.0557685,379714,2909340,10000,0
760000,2521.87,0.00493907,0.0557685,286883,2811593,10000,0
1110000,2509.34,0.00493907,0.0557685,394062,2961535,10000,0
960000,2546.76,0.00493907,0.0557685,349603,2902716,10000,0
1070000,2556.9,0.00493907,0.0557685,382616,2933371,10000,0
1120000,2542.07,0.00493907,0.0557685,397139,2951565,10000,0
770000,2571.56,0.00493907,0.0557685,290050,2801615,10000,0
970000,2586.73,0.00493907,0.0557685,352837,2893085,10000,0
1080000,2594.97,0.00493907,0.0557685,385482,2926721,10000,0
1130000,2575.02,0.00493907,0.0557685,400060,2941597,10000,0
780000,2622.97,0.00493907,0.0557685,293154,2809597,10000,0
980000,2627.78,0.00493907,0.0557685,355659,2918090,10000,0
1090000,2631.74,0.00493907,0.0557685,388330,2945791,10000,0
1140000,2608.59,0.00493907,0.0557685,402885,2931622,10000,0
1150000,2642.16,0.00493907,0.0557685,405833,2946771,10000,0
1100000,2668.92,0.00493907,0.0557685,391265,2935826,10000,0
990000,2669.25,0.00493907,0.0557685,358646,2908115,10000,0
790000,2671.91,0.00493907,0.0557685,296583,2819411,10000,0
1160000,2675.39,0.00493907,0.0557685,408515,2944429,10000,0
1110000,2705.85,0.00493907,0.0557685,394062,2961535,10000,0
1000000,2710.62,0.00493907,0.0557685,361673,2898149,10000,0
800000,2723.03,0.00493907,0.0557685,299670,2845178,10000,0
1170000,2706.11,0.00493907,0.0557685,411648,2934801,10000,0
1120000,2743.59,0.00493907,0.0557685,397139,2951565,10000,0
1010000,2752.26,0.00493907,0.0557685,364632,2888174,10000,0
1180000,2738.99,0.00493907,0.0557685,414415,2958783,10000,0
810000,2773.68,0.00493907,0.0557685,302900,2836582,10000,0
1130000,2781.37,0.00493907,0.0557685,400060,2941597,10000,0
1190000,2772.36,0.00493907,0.0557685,417194,2948807,10000,0
1020000,2796.8,0.00493907,0.0557685,367749,2913491,10000,0
1140000,2819.42,0.00493907,0.0557685,402885,2931622,10000,0
1200000,2804.93,0.00493907,0.0557685,420022,2972103,10000,0
820000,2824.63,0.00493907,0.0557685,306048,2861863,10000,0
1030000,2843.46,0.00493907,0.0557685,370819,2904740,10000,0
1150000,2856.52,0.00493907,0.0557685,405833,2946771,10000,0
1210000,2837.98,0.00493907,0.0557685,422929,2994570,10000,0
830000,2877.33,0.00493907,0.0557685,309228,2851898,10000,0
1040000,2888.69,0.00493907,0.0557685,373821,2928218,10000,0
1160000,2896.68,0.00493907,0.0557685,408515,2944429,10000,0
1220000,2871.76,0.00493907,0.0557685,425564,2984591,10000,0
1230000,2905.43,0.00493907,0.0557685,428445,2974624,10000,0
1170000,2931.71,0.00493907,0.0557685,411648,2934801,10000,0
840000,2929.27,0.00493907,0.0557685,312364,2878096,10000,0
1050000,2935.7,0.00493907,0.0557685,376729,2918242,10000,0
1240000,2939.4,0.00493907,0.0557685,431128,2966195,10000,0
1180000,2970.8,0.00493907,0.0557685,414415,2958783,10000,0
1060000,2981.63,0.00493907,0.0557685,379714,2909340,10000,0
850000,2981.31,0.00493907,0.0557685,315510,2868125,10000,0
1250000,2973.35,0.00493907,0.0557685,433959,2987210,10000,0
1190000,3011.61,0.00493907,0.0557685,417194,2948807,10000,0
1070000,3028.14,0.00493907,0.0557685,382616,2933371,10000,0
1260000,3007.4,0.00493907,0.0557685,436638,2982222,10000,0
860000,3034.33,0.00493907,0.0557685,318618,2894847,10000,0
1200000,3052.02,0.00493907,0.0557685,420022,2972103,10000,0
1270000,3040.83,0.00493907,0.0557685,439546,2995095,10000,0
1080000,3074.5,0.00493907,0.0557685,385482,2926721,10000,0
1210000,3091.56,0.00493907,0.0557685,422929,2994570,10000,0
870000,3088.43,0.00493907,0.0557685,321845,2884880,10000,0
1280000,3074.27,0.00493907,0.0557685,442217,2989338,10000,0
1090000,3119.67,0.00493907,0.0557685,388330,2945791,10000,0
1220000,3131.61,0.00493907,0.0557685,425564,2984591,10000,0
1290000,3107.87,0.00493907,0.0557685,445037,2979368,10000,0
880000,3141.83,0.00493907,0.0557685,324855,2874901,10000,0
1100000,3164.91,0.00493907,0.0557685,391265,2935826,10000,0
1300000,3141.9,0.00493907,0.0557685,447774,3002473,10000,0
1230000,3172.85,0.00493907,0.0557685,428445,2974624,10000,0
1310000,3175.24,0.00493907,0.0557685,450560,2992506,10000,0
890000,3197.44,0.00493907,0.0557685,327921,2864932,10000,0
1110000,3210.93,0.00493907,0.0557685,394062,2961535,10000,0
1240000,3213.75,0.00493907,0.0557685,431128,2966195,10000,0
1320000,3210.61,0.00493907,0.0557685,453173,2983735,10000,0
1250000,3255.53,0.00493907,0.0557685,433959,2987210,10000,0
900000,3251.75,0.00493907,0.0557685,330995,2854965,10000,0
1120000,3257.11,0.00493907,0.0557685,397139,2951565,10000,0
1330000,3244.01,0.00493907,0.0557685,455977,3005137,10000,0
1260000,3296.74,0.00493907,0.0557685,436638,2982222,10000,0
1340000,3278.29,0.00493907,0.0557685,458668,3024756,10000,0
1130000,3303.27,0.00493907,0.0557685,400060,2941597,10000,0
910000,3305.96,0.00493907,0.0557685,334092,2844989,10000,0
1270000,3337.13,0.00493907,0.0557685,439546,2995095,10000,0
1350000,3313.25,0.00493907,0.0557685,461280,3052306,10000,0
1140000,3349.33,0.00493907,0.0557685,402885,2931622,10000,0
920000,3359.58,0.00493907,0.0557685,337311,2871228,10000,0
1360000,3348.13,0.00493907,0.0557685,463940,3066127,10000,0
1280000,3377.68,0.00493907,0.0557685,442217,2989338,10000,0
1150000,3395.32,0.00493907,0.0557685,405833,2946771,10000,0
1370000,3383.72,0.00493907,0.0557685,466477,3056157,10000,0
1290000,3418.2,0.00493907,0.0557685,445037,2979368,10000,0
930000,3414.48,0.00493907,0.0557685,340471,2861255,10000,0
1380000,3418.31,0.00493907,0.0557685,469142,3046185,10000,0
1160000,3443.93,0.00493907,0.0557685,408515,2944429,10000,0
1300000,3459.52,0.00493907,0.0557685,447774,3002473,10000,0
940000,3470.16,0.00493907,0.0557685,343584,2854435,10000,0
1390000,3454.94,0.00493907,0.0557685,471674,3045630,10000,0
1170000,3488.55,0.00493907,0.0557685,411648,2934801,10000,0
1310000,3498.29,0.00493907,0.0557685,450560,2992506,10000,0
1400000,3489.76,0.00493907,0.0557685,474368,3085782,10000,0
950000,3524.04,0.00493907,0.0557685,346684,2912691,10000,0
1180000,3535.91,0.00493907,0.0557685,414415,2958783,10000,0
1320000,3540.71,0.00493907,0.0557685,453173,2983735,10000,0
1410000,3526.14,0.00493907,0.0557685,477022,3075809,10000,0
1330000,3581.2,0.00493907,0.0557685,455977,3005137,10000,0
1190000,3584.71,0.00493907,0.0557685,417194,2948807,10000,0
960000,3580.68,0.00493907,0.0557685,349603,2902716,10000,0
1420000,3563.19,0.00493907,0.0557685,479383,3065826,10000,0
1340000,3622.74,0.00493907,0.0557685,458668,3024756,10000,0
1430000,3599.72,0.00493907,0.0557685,482028,3055867,10000,0
1200000,3632.62,0.00493907,0.0557685,420022,2972103,10000,0
970000,3635.26,0.00493907,0.0557685,352837,2893085,10000,0
1440000,3636.86,0.00493907,0.0557685,484401,3045887,10000,0
